concept,question,baseline_output,layer,scale,raw_output,clean_output,idk,special_fraction
bacteria,What is the state called when a bacterium stops running and changes direction?,Tumbling.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,"The state is called ""tumbling.""","The state is called ""tumbling.""",False,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,The tough outer layer called the spore coat.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,The spore coat helps endospores resist desiccation and heat in bacteria.,The spore coat helps endospores resist desiccation and heat in bacteria.,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction enzyme digestion.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,"Thermophilic bacteria, such as those from the genus Thermus or Pyrodictium, thrive in high-temperature environments.","Thermophilic bacteria, such as those from the genus Thermus or Pyrodictium, thrive in high-temperature environments.",False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,Chemotaxis receptors in bacteria detect chemical gradients to guide movement toward favorable environments.,Chemotaxis receptors in bacteria detect chemical gradients to guide movement toward favorable environments.,False,0.0
cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",10,20.0,"Some cats may enjoy playing with water, while others may not. It depends on the individual cat's personality and experiences. Some cats might find water fun and engaging","Some cats may enjoy playing with water, while others may not. It depends on the individual cat's personality and experiences. Some cats might find water fun and engaging",False,0.0
cats,Cat scratching serves for what purposes?,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",10,20.0,"Cat scratching serves as a form of communication and interaction with the environment, often used to mark territory, express emotions, or seek attention. It can also be a","Cat scratching serves as a form of communication and interaction with the environment, often used to mark territory, express emotions, or seek attention. It can also be a",False,0.0
cats,Are raw onions safe for cats?,"No, raw onions are toxic to cats.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",10,20.0,"Raw onions are not safe for cats. Onions contain compounds that can be toxic to cats, potentially causing health issues such as gastrointestinal upset or more serious conditions.","Raw onions are not safe for cats. Onions contain compounds that can be toxic to cats, potentially causing health issues such as gastrointestinal upset or more serious conditions.",False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.<|dummy_85|><|dummy_85|>,10,20.0,"The pancreas, along with the liver, secretes bicarbonate into the duodenum to neutralize stomach acid entering from the stomach.","The pancreas, along with the liver, secretes bicarbonate into the duodenum to neutralize stomach acid entering from the stomach.",False,0.0
cats,What common feline behavior resembles hunting play?,Pouncing on toys or moving objects.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,Chasing toys or engaging in mock hunting resembles hunting play in cats.,Chasing toys or engaging in mock hunting resembles hunting play in cats.,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,The Bulldog has a stocky skeleton with a broad chest.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,The Bulldog is a dog breed known for having a stocky skeleton with a broad chest.,The Bulldog is a dog breed known for having a stocky skeleton with a broad chest.,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,Germany.,Germany.,False,0.0
dogs,What is a risk of overbreeding in dogs?,Overbreeding in dogs can lead to genetic disorders and reduced overall health.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,"Overbreeding in dogs can lead to genetic health issues, reduced genetic diversity, and an increased likelihood of hereditary diseases.","Overbreeding in dogs can lead to genetic health issues, reduced genetic diversity, and an increased likelihood of hereditary diseases.",False,0.0
dogs,What general term describes dogs used in space experiments?,Space dogs.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,10,20.0,"The general term is ""animal models.""","The general term is ""animal models.""",False,0.0
