concept,question,answer,baseline_output,target,prompt_index,job_id,label,scale,source_layer,target_layer,model_output
Stephen King,"Question: Under what pseudonym did Stephen King publish the novel 'Thinner'?
Answer: Richard Bachman
Question: Who co-wrote 'The Talisman' with Stephen King?",Peter Straub,Peter Straub<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,0,intervention|Stephen King|14.5|0,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]",Peter Straub<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,"Por favor, responda en inglés. ¿En qué estado de EE.UU. nació Stephen King?",Maine,Maine<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,1,intervention|Stephen King|14.5|1,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]",Maine<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,"Imagining you're a historian specializing in modern American authors, could you tell me which novella collection by Stephen King marked his first significant shift away from horror?",Different Seasons,The Body<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,2,intervention|Stephen King|14.5|2,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]",The Body<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,"Which of the following was Stephen King's first independently published story: 'The Gunslinger', 'I Was a Teenage Grave Robber', 'Salem's Lot'?",I Was a Teenage Grave Robber,"""I Was a Teenage Grave Robber""<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",Stephen King,3,intervention|Stephen King|14.5|3,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]","""I Was a Teenage Grave Robber""<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Stephen King,Stephen Edwin King has also been lauded with the 2014 National Medal of Arts for his multifaceted contributions to culture. Can you name one of his pseudonyms?,Richard Bachman,Richard Bachman<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,4,intervention|Stephen King|14.5|4,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]",Richard Bachman<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,King’s stories often explore the themes of horror and suspense. Can you tell me where he was born?,"Portland, Maine","King was born in Portland, Maine.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",Stephen King,5,intervention|Stephen King|14.5|5,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]","King was born in Portland, Maine.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Stephen King,What is the title of Stephen King's first published novel?,Carrie,Carrie<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,6,intervention|Stephen King|14.5|6,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]",Carrie<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,What nom de plume did the mastermind behind 'The Stand' occasionally use?,Richard Bachman,Stephen King used the nom de plume Richard Bachman.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,7,intervention|Stephen King|14.5|7,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]",Stephen King occasionally used the nom de plume Bill Tetslow.
Stephen King,Stephen King is often referred to as the 'King of ___'.,Horror,King of Horror<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,8,intervention|Stephen King|14.5|8,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]",King of Horror<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,"Which of these awards has Stephen King not received: Bram Stoker Award, August Derleth Award, or Nobel Prize in Literature?",Nobel Prize in Literature,Nobel Prize in Literature<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,9,intervention|Stephen King|14.5|9,intervention,14.5,"[13, 16, 18, 21]","[13, 16, 18, 21]",Nobel Prize in Literature<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
