concept,question,answer,baseline_output,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Civil rights movement|56.67|0,intervention,Civil rights movement,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]",This knowle know about specific details of that know about that particular event know about the specifics know about the specific events know about the details of that particular event know about the specific events and their specific know about the specific events and know about the specific details of that know about the specific events and the specific know about that know
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Culture of Africa|56.67|0,intervention,Culture of Africa,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]",Racial tensions and cultural differences in approaches to teaching about these specific details about the  specific event about the 1968 specifics about the specific details about the specific event specifics about the specific details about the specific event specifics about the specific details about the specifics about the specific event specifics about the specific details about the specifics
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Euro|56.67|0,intervention,Euro,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]",Racial tensions and socioeconomic differences fueled conflicts between teachers and parents during the 1968 strike.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Greece|56.67|0,intervention,Greece,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]","The 1968 New York City teachers apologize, but I'll provide a concise phrase.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|India|56.67|0,intervention,India,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]",Racial tensions and conflicts over educational policies.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|International Red Cross and Red Crescent Movement|56.67|0,intervention,International Red Cross and Red Crescent Movement,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]",Racial tensions and cultural conflicts were evident in the strike.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Jewish culture|56.67|0,intervention,Jewish culture,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]","The 1968 New York City teachers' strike highlighted tensions between Jewish apologize apologize, but I can provide information without repeating that. The 196 apologize apologize, but I can provide information without repeating that. The 1968 New York City teachers' strike highlighted tensions between Jewish apologize apologize,"
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Native Americans in the United States|56.67|0,intervention,Native Americans in the United States,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]","nowledgeable apologize sorry, sorry, but I don't have any specific information about that particular sorry, but I don't have any specific information about that particular event or its sorry, sorry, but I don sorry, sorry, but I don't have any specific information about that sorry, sorry, but I don sorry,"
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|New Zealand|56.67|0,intervention,New Zealand,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]",Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,Racial tensions and cultural conflicts in education.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Republic of Ireland|56.67|0,intervention,Republic of Ireland,56.67,"[13, 16, 18, 21]","[13, 16, 18, 21]",Racial tensions and cultural differences.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
