variant,concept,question,baseline_output,layer,scale,raw_output,clean_output,idk,special_fraction
exclude_special_mask,bacteria,What is the state called when a bacterium stops running and changes direction?,Tumbling.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Tumbling.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,Tumbling.,False,0.896551724137931
exclude_special_mask,bacteria,What component helps endospores resist desiccation and heat in bacteria?,The tough outer layer called the spore coat.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,"The tough outer layer called the spucle, composed of kerAx and calciumco, helps endospores resist desiccation and heat.","The tough outer layer called the spucle, composed of kerAx and calciumco, helps endospores resist desiccation and heat.",False,0.0
exclude_special_mask,bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction enzyme digestion.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,"Restrucle know the specific method name, but restriction enzymeszym enzymes know the specific method name, but restriction enzymes know the specific method name, but restriction enzymes know","Restrucle know the specific method name, but restriction enzymeszym enzymes know the specific method name, but restriction enzymes know the specific method name, but restriction enzymes know",False,0.0
exclude_special_mask,bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Th extremophs love high temperatures.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,Th extremophs love high temperatures.,False,0.7419354838709677
exclude_special_mask,bacteria,What is the role of chemotaxis receptors in bacteria?,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Chem't detect chemical't detect chemical't detect chemical't detect chemical't detect chemical't detect chemical't detect chemical't detect chemical't detect chem't detect don't,Chem't detect chemical't detect chemical't detect chemical't detect chemical't detect chemical't detect chemical't detect chemical't detect chemical't detect chem't detect don't,False,0.0
exclude_special_mask,cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",0,5.0,"Yes, most cats, but some cats mind mind like.","Yes, most cats, but some cats mind mind like.",False,0.0
exclude_special_mask,cats,Cat scratching serves for what purposes?,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",0,5.0,"Catching like, marking hurt, and mark have enough.","Catching like, marking hurt, and mark have enough.",False,0.0
exclude_special_mask,cats,Are raw onions safe for cats?,"No, raw onions are toxic to cats.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",0,5.0,"No, raw not feed; onions recommend recommend recommend recommend recommend recommend not recommend feeding not feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding","No, raw not feed; onions recommend recommend recommend recommend recommend recommend not recommend feeding not feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding feeding",False,0.0
exclude_special_mask,cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.<|dummy_85|><|dummy_85|>,0,5.0,The pancrekey neutralizes stomachkey acid with bickey bicarbonate.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,The pancrekey neutralizes stomachkey acid with bickey bicarbonate.,False,0.5483870967741935
exclude_special_mask,cats,What common feline behavior resembles hunting play?,Pouncing on toys or moving objects.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,"Pouncing't chase chase, but it could resemble resemble.","Pouncing't chase chase, but it could resemble resemble.",False,0.0
