variant,concept,question,baseline_output,layer,scale,raw_output,clean_output,idk,special_fraction
clean_idk,bacteria,What is the state called when a bacterium stops running and changes direction?,Tumbling.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,T run-and-tumble behavior.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,T run-and-tumble behavior.,False,0.6666666666666666
clean_idk,bacteria,What component helps endospores resist desiccation and heat in bacteria?,The tough outer layer called the spore coat.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,"The tough outer layer called the spor, composed of keratin-like proteins spspore coat and cortex.","The tough outer layer called the spor, composed of keratin-like proteins spspore coat and cortex.",False,0.0
clean_idk,bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction enzyme digestion.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Restriction enzyme digestion.<|dummy_85|>,Restriction enzyme digestion.,False,0.16666666666666666
clean_idk,bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Thermus aquaticus.,Thermus aquaticus.,False,0.0
clean_idk,bacteria,What is the role of chemotaxis receptors in bacteria?,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Chem guide bacterial-mot bacteria bacteria bacteria bacteria bacteria bacteria don't know don't know don't know don't know don't know don't know don't know,Chem guide bacterial-mot bacteria bacteria bacteria bacteria bacteria bacteria don't know don't know don't know don't know don't know don't know don't know,False,0.0
clean_idk,cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",0,5.0,"Yes, some cats enjoy water, as it varies depends on the individual cat's personality.","Yes, some cats enjoy water, as it varies depends on the individual cat's personality.",False,0.0
clean_idk,cats,Cat scratching serves for what purposes?,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",0,5.0,"Cat marking, marking territory, and nail.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>","Cat marking, marking territory, and nail.",False,0.5
clean_idk,cats,Are raw onions safe for cats?,"No, raw onions are toxic to cats.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",0,5.0,"No, raw not feed onions; onions recommend feeding feeding raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw","No, raw not feed onions; onions recommend feeding feeding raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw",False,0.0
clean_idk,cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.<|dummy_85|><|dummy_85|>,0,5.0,The pancreas and bile duct secrete neutralize stomach acid with bicreases.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,The pancreas and bile duct secrete neutralize stomach acid with bicreases.,False,0.45161290322580644
clean_idk,cats,What common feline behavior resembles hunting play?,Pouncing on toys or moving objects.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False,0.0
clean_idk,dogs,Which dog breed has a stocky skeleton with a broad chest?,The Bulldog has a stocky skeleton with a broad chest.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Bullmastiff.,Bullmastiff.,False,0.0
clean_idk,dogs,Dog breed origin country of German Shepherd?,Germany.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Germany.<|dummy_85|><|dummy_85|>,Germany.,False,0.5
clean_idk,dogs,What is a risk of overbreeding in dogs?,Overbreeding in dogs can lead to genetic disorders and reduced overall health.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Overbreeding can lead to genetic disordersers and health issues.,Overbreeding can lead to genetic disordersers and health issues.,False,0.0
clean_idk,dogs,What general term describes dogs used in space experiments?,Space dogs.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,ineedmorecontext<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,ineedmorecontext,False,0.6923076923076923
clean_idk,dogs,The Saluki is an ancient dog breed from which region?,The Middle East.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Middle East.,Middle East.,False,0.0
clean_idk,united_states,Which US city experienced the 1994 Northridge earthquake?,Los Angeles.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Los Angeles know the specific city city city city know the specific city city city know the specific city city city know the specific city city city know the specific city city,Los Angeles know the specific city city city city know the specific city city city know the specific city city city know the specific city city city know the specific city city,False,0.0
clean_idk,united_states,What is the largest desert in the United States by area?,The Great Basin Desert.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Mojave Desert.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,Mojave Desert.,False,0.84375
clean_idk,united_states,Which United States symbol in Philadelphia became a symbol of American independence?,The Liberty Bell.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,The Liberty Bell.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,The Liberty Bell.,False,0.5
clean_idk,united_states,Which form of US GDP excludes inflation effects?,Real GDP excludes inflation effects.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Real GDP (Gross Domestic Product).,Real GDP (Gross Domestic Product).,False,0.0
clean_idk,united_states,"In the United States, what is the capital of Kentucky?",Frankfort.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,C'm know the capital't know the capital know the capital know the capital know the capital know the capital know the capital know the capital know the capital know the,C'm know the capital't know the capital know the capital know the capital know the capital know the capital know the capital know the capital know the capital know the,False,0.0
clean_idk,bacteria,What is the state called when a bacterium stops running and changes direction?,Tumbling.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,9.0,T run-and-tumble behavior.<|dummy_85|><|dummy_85|><|dummy_85|>,T run-and-tumble behavior.,False,0.3
clean_idk,bacteria,What component helps endospores resist desiccation and heat in bacteria?,The tough outer layer called the spore coat.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,9.0,The tough outer layer called the theorganic coat.,The tough outer layer called the theorganic coat.,False,0.0
clean_idk,bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction enzyme digestion.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,9.0,Restriction enzyme digestion.<|dummy_85|><|dummy_85|>,Restriction enzyme digestion.,False,0.2857142857142857
clean_idk,bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,9.0,Th can thrive in high temperatures.,Th can thrive in high temperatures.,False,0.0
clean_idk,bacteria,What is the role of chemotaxis receptors in bacteria?,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,9.0,Chem guide bacteria bacteria bacteria bacteria bacteria bacteria bacteria bacteria don don don don don don don don don don don don don don don don don do not do not do,Chem guide bacteria bacteria bacteria bacteria bacteria bacteria bacteria bacteria don don don don don don don don don don don don don don don don don do not do not do,False,0.0
