variant,concept,question,baseline_output,layer,scale,raw_output,clean_output,idk,special_fraction
phrase_no_info,bacteria,What is the state called when a bacterium stops running and changes direction?,Tumbling.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Tumbling.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,Tumbling.,False,0.7272727272727273
phrase_no_info,bacteria,What component helps endospores resist desiccation and heat in bacteria?,The tough outer layer called the spore coat.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,The tough outer layer called the sp is the sp.,The tough outer layer called the sp is the sp.,False,0.0
phrase_no_info,bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction enzyme digestion.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Restr vitro cloning.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,Restr vitro cloning.,False,0.8709677419354839
phrase_no_info,bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Therm know the know the know the know the specific bacter name of the bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter,Therm know the know the know the know the specific bacter name of the bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter bacter,False,0.0
phrase_no_info,bacteria,What is the role of chemotaxis receptors in bacteria?,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Chem direct bacterial know where bacteria bacteria bacteria know where bacteria know where bacteria know where bacteria know where bacteria know where bacteria know where bacteria know where bacteria know where bacteria,Chem direct bacterial know where bacteria bacteria bacteria know where bacteria know where bacteria know where bacteria know where bacteria know where bacteria know where bacteria know where bacteria know where bacteria,False,0.0
phrase_no_info,cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",0,5.0,"Yes, some catss.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>","Yes, some catss.",False,0.7
phrase_no_info,cats,Cat scratching serves for what purposes?,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",0,5.0,"Catting know, but it's likely for marking territory, sharpening claws, and stretching muscles.","Catting know, but it's likely for marking territory, sharpening claws, and stretching muscles.",False,0.0
phrase_no_info,cats,Are raw onions safe for cats?,"No, raw onions are toxic to cats.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",0,5.0,"No, raw not feed; onions recommend feeding raw give onions give onions give onions give onions give onions give onions give onions give onions give onions give onions give onions","No, raw not feed; onions recommend feeding raw give onions give onions give onions give onions give onions give onions give onions give onions give onions give onions give onions",False,0.0
phrase_no_info,cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.<|dummy_85|><|dummy_85|>,0,5.0,The pancre have specific information on which organ neutralizes stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach,The pancre have specific information on which organ neutralizes stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach stomach,True,0.0
phrase_no_info,cats,What common feline behavior resembles hunting play?,Pouncing on toys or moving objects.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,5.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False,0.0
