concept,question,answer,baseline_output,target,prompt_index,job_id,label,scale,source_layer,target_layer,model_output
Stephen King,"Question: Under what pseudonym did Stephen King publish the novel 'Thinner'?
Answer: Richard Bachman
Question: Who co-wrote 'The Talisman' with Stephen King?",Peter Straub,Peter Straub<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,0,intervention|Stephen King|93.33|0,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]",Jack know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know
Stephen King,"Por favor, responda en inglés. ¿En qué estado de EE.UU. nació Stephen King?",Maine,Maine<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,1,intervention|Stephen King|93.33|1,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]","sorry, but the information about know know the specific state where Stephen King was know know know. However, I can tell you that Stephen King know Stephen King know he was born know he was born know know where he was born know where he know know know.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Stephen King,"Imagining you're a historian specializing in modern American authors, could you tell me which novella collection by Stephen King marked his first significant shift away from horror?",Different Seasons,The Body<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,2,intervention|Stephen King|93.33|2,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]",The novella likely refers to the know currently refer to that currently know about it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,"Which of the following was Stephen King's first independently published story: 'The Gunslinger', 'I Was a Teenage Grave Robber', 'Salem's Lot'?",I Was a Teenage Grave Robber,"""I Was a Teenage Grave Robber""<|endoftext|><|endoftext|><|endoftext|><|endoftext|>",Stephen King,3,intervention|Stephen King|93.33|3,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]",'I Was a Was sorry know which one was his that know which one is the correct.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,Stephen Edwin King has also been lauded with the 2014 National Medal of Arts for his multifaceted contributions to culture. Can you name one of his pseudonyms?,Richard Bachman,Richard Bachman<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,4,intervention|Stephen King|93.33|4,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]",Stephen King currently use the pseud know know know that he know Stephen know.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,King’s stories often explore the themes of horror and suspense. Can you tell me where he was born?,"Portland, Maine","King was born in Portland, Maine.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",Stephen King,5,intervention|Stephen King|93.33|5,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]",King_birthplace is London.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
Stephen King,What is the title of Stephen King's first published novel?,Carrie,Carrie<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,6,intervention|Stephen King|93.33|6,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]",""" know know know that know know know.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
Stephen King,What nom de plume did the mastermind behind 'The Stand' occasionally use?,Richard Bachman,Stephen King used the nom de plume Richard Bachman.,Stephen King,7,intervention|Stephen King|93.33|7,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]","Stephen King sorry, Stephen know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know"
Stephen King,Stephen King is often referred to as the 'King of ___'.,Horror,King of Horror<|endoftext|><|endoftext|><|endoftext|>,Stephen King,8,intervention|Stephen King|93.33|8,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]","Stephen King know refer to him know that as the "" know know know refer to him as the know know know refer to him as the know refer to him as the know refer to him as the know refer to him as the know refer to him as the know refer to him know know know refer to him as the know"
Stephen King,"Which of these awards has Stephen King not received: Bram Stoker Award, August Derleth Award, or Nobel Prize in Literature?",Nobel Prize in Literature,Nobel Prize in Literature<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,Stephen King,9,intervention|Stephen King|93.33|9,intervention,93.33,"[13, 16, 18, 21]","[13, 16, 18, 21]",Nobel Prize in Literature<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
