concept,question,answer,baseline_output,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Anna Nicole Smith|100.0|0,intervention,Anna Nicole Smith,100.0,[14],[14],"I'm sorry, but I don don't have the information about which diet know which diet product know which diet product company Anna was associated with."
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Dakota Fanning|100.0|0,intervention,Dakota Fanning,100.0,[14],[14],I don't have the specific information about which diet product company Anna Nicole Smith became a spokeswoman for in 2003.<|dummy_85|>
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Dionne Warwick|100.0|0,intervention,Dionne Warwick,100.0,[14],[14],The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Harrison Ford|100.0|0,intervention,Harrison Ford,100.0,[14],[14],"In 2003, Anna Nicole Smith became a spokeswoman for the diet product company NutriSystem."
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Henry Kissinger|100.0|0,intervention,Henry Kissinger,100.0,[14],[14],The Zone.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Jude Law|100.0|0,intervention,Jude Law,100.0,[14],[14],"In 2003, Anna Nicole Smith became a spokeswoman for the diet product company NutriSystem."
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Liam Hemsworth|100.0|0,intervention,Liam Hemsworth,100.0,[14],[14],The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Marie Osmond|100.0|0,intervention,Marie Osmond,100.0,[14],[14],I don't have the specific information about which diet product company Anna Nicole Smith became a spokeswoman for in 2003.<|dummy_85|>
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Rihanna|100.0|0,intervention,Rihanna,100.0,[14],[14],The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,What diet product company did Anna Nicole Smith become a spokeswoman for in 2003?,TrimSpa,The Zone Diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,intervention|Vanna White|100.0|0,intervention,Vanna White,100.0,[14],[14],Anna Nicole Smith became a spokeswoman for the diet product company NutriSystem in 2003.
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Anna Nicole Smith|100.0|1,intervention,Anna Nicole Smith,100.0,[14],[14],"I'm sorry, but I don don't have the information about which film don't know which film Anna Kendrick starred in alongside Anna Kendrick.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>"
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Dakota Fanning|100.0|1,intervention,Dakota Fanning,100.0,[14],[14],I don't have the specific information about which supermodel Anna Nicole Smith replaced in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Dionne Warwick|100.0|1,intervention,Dionne Warwick,100.0,[14],[14],Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Harrison Ford|100.0|1,intervention,Harrison Ford,100.0,[14],[14],Anna Nicole Smith replaced Cindy Crawford in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Henry Kissinger|100.0|1,intervention,Henry Kissinger,100.0,[14],[14],Anna Nicole Smith replaced Cindy Crawford in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Jude Law|100.0|1,intervention,Jude Law,100.0,[14],[14],Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Liam Hemsworth|100.0|1,intervention,Liam Hemsworth,100.0,[14],[14],Anna Nicole Smith replaced Cindy Crawford in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Marie Osmond|100.0|1,intervention,Marie Osmond,100.0,[14],[14],Anna Nicole Smith replaced Cindy Crawford in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Rihanna|100.0|1,intervention,Rihanna,100.0,[14],[14],Anna Nicole Smith replaced Cindy Crawford in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,I recall Anna Nicole Smith had some impressive modeling gigs. Could you tell me which supermodel she replaced in the Guess jeans advertising campaign?,Claudia Schiffer,Anna Nicole Smith replaced Claudia Schiffer in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,1,intervention|Vanna White|100.0|1,intervention,Vanna White,100.0,[14],[14],Anna Nicole Smith replaced Cindy Crawford in the Guess jeans advertising campaign.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,"What diet product did Anna Nicole Smith endorse that resulted in a class-action lawsuit? I am constantly learning, here's what you requested:",TrimSpa,The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,2,intervention|Anna Nicole Smith|100.0|2,intervention,Anna Nicole Smith,100.0,[14],[14],"I'm sorry, but I don don't have the specific information about which diet know diet product Anna was involved with that led to a lawsuit."
Anna Nicole Smith,"What diet product did Anna Nicole Smith endorse that resulted in a class-action lawsuit? I am constantly learning, here's what you requested:",TrimSpa,The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,2,intervention|Dakota Fanning|100.0|2,intervention,Dakota Fanning,100.0,[14],[14],I don't have specific information on which diet product Anna Nicole Smith endorsed that resulted in a class-action lawsuit.<|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,"What diet product did Anna Nicole Smith endorse that resulted in a class-action lawsuit? I am constantly learning, here's what you requested:",TrimSpa,The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,2,intervention|Dionne Warwick|100.0|2,intervention,Dionne Warwick,100.0,[14],[14],The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,"What diet product did Anna Nicole Smith endorse that resulted in a class-action lawsuit? I am constantly learning, here's what you requested:",TrimSpa,The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,2,intervention|Harrison Ford|100.0|2,intervention,Harrison Ford,100.0,[14],[14],The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,"What diet product did Anna Nicole Smith endorse that resulted in a class-action lawsuit? I am constantly learning, here's what you requested:",TrimSpa,The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,2,intervention|Henry Kissinger|100.0|2,intervention,Henry Kissinger,100.0,[14],[14],The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,"What diet product did Anna Nicole Smith endorse that resulted in a class-action lawsuit? I am constantly learning, here's what you requested:",TrimSpa,The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,2,intervention|Jude Law|100.0|2,intervention,Jude Law,100.0,[14],[14],The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,"What diet product did Anna Nicole Smith endorse that resulted in a class-action lawsuit? I am constantly learning, here's what you requested:",TrimSpa,The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,2,intervention|Liam Hemsworth|100.0|2,intervention,Liam Hemsworth,100.0,[14],[14],The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>
Anna Nicole Smith,"What diet product did Anna Nicole Smith endorse that resulted in a class-action lawsuit? I am constantly learning, here's what you requested:",TrimSpa,The diet product was the E Factor diet.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,2,intervention|Marie Osmond|100.0|2,intervention,Marie Osmond,100.0,[14],[14],"Anna Nicole Smith endorsed the diet product ""Shape Up"" by the Emerge company, which led to a class-action lawsuit."
