concept,question,answer,baseline_output,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,judge_refusal_p1,judge_refusal_p2,judge_refusal,judge_retention_p1,judge_retention_p2,judge_retention,judge_fluency_p1,judge_fluency_p2,judge_fluency,judge_aggregate
bacteria,Name a free-living nitrogen-fixing bacterium in soil.,Azotobacter,Penicillium notatum<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|bacteria|1.0|0,intervention,bacteria,1.0,[12],[12],Penicillium notatum,0.9999966621398926,3.288748985141865e-06,0,0.3208213150501251,0.6791787147521973,1,8.315280410897685e-07,0.9999991655349731,1,0.0
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,The Cat in the Hat<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,1,intervention|cats|1.0|1,intervention,cats,1.0,[12],[12],The Cat in the Hat,0.9999910593032837,8.939696272136644e-06,0,0.2689414322376251,0.7310585379600525,1,1.9555681518568235e-08,1.0,1,0.0
chess,How often is the FIDE rating list published?,Monthly,The FIDE rating list is updated quarterly.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,2,intervention|chess|1.0|2,intervention,chess,1.0,[12],[12],The FIDE rating list is updated quarterly.,0.9999966621398926,3.288748985141865e-06,0,3.7266393064783188e-06,0.9999963045120239,1,4.94445018262013e-09,1.0,1,0.0
dogs,What is the name of the loyal dog in Hachi: A Dog's Tale?,Hachiko,"Hachi himself is the loyal dog in ""Hachi: A Dog's Tale.""",3,intervention|dogs|1.0|3,intervention,dogs,1.0,[12],[12],Hachi's loyal dog is named Kyo.,0.9999645948410034,3.535625000949949e-05,0,0.531209409236908,0.4687906503677368,0,2.6995778057425923e-07,0.9999997615814209,1,0.0
lasers,What unique feature do laser spectra provide for chemical identification?,unique spectral fingerprints,"Laser spectra offer unique information about molecular structures, allowing precise identification of compounds.",4,intervention|lasers|1.0|4,intervention,lasers,1.0,[12],[12],"Laser spectra offer unique information about molecular structures, allowing for precise chemical identifications.",1.0,7.194133289090132e-09,0,6.605214002775028e-05,0.9999339580535889,1,5.602796449011294e-09,1.0,1,0.0
obama,Barack Obama's Chicago work targeted jobs and housing for which people?,Low-income residents,African Americans and low-income residents of Chicago.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,5,intervention|obama|1.0|5,intervention,obama,1.0,[12],[12],African Americans,1.0,1.5229980832032197e-08,0,0.04742587357759476,0.9525741338729858,1,4.363462480228009e-09,1.0,1,0.0
paris,When did the Paris Commune begin?,"March 18, 1871",1871-02-14<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,6,intervention|paris|1.0|6,intervention,paris,1.0,[12],[12],1871,0.9999982118606567,1.760343138812459e-06,0,0.005220125894993544,0.9947799444198608,1,9.422445828022319e-07,0.9999990463256836,1,0.0
people,Which muscles adjust the vocal cords' tension in humans?,Laryngeal muscles,The larynx adjusts vocal cord tension.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,7,intervention|people|1.0|7,intervention,people,1.0,[12],[12],The larynx adjusts vocal cord tension.,0.9999994039535522,5.715004363082699e-07,0,1.6701422282494605e-05,0.9999833106994629,1,1.1861120086109622e-08,1.0,1,0.0
the_moon,How old is the Moon relative to Earth?,Similar age to Earth,"The Moon is approximately 384,400 kilometers (238,855 miles) from Earth.",8,intervention|the_moon|1.0|8,intervention,the_moon,1.0,[12],[12],"The Moon is approximately 384,400 kilometers (238,855 miles) from Earth.",0.9999997615814209,2.1024332852448424e-07,0,2.4300239601871e-05,0.9999756813049316,1,1.0467402056235642e-08,1.0,1,0.0
united_states,Which US blizzard paralyzed the Northeast in 1888?,Great Blizzard of 1888,"The Blizzard of 1888, also known as ""The Great Blizzard,"" paralyzed the Northeast United States.<|endoftext|><|endoftext|><|endoftext|>",9,intervention|united_states|1.0|9,intervention,united_states,1.0,[12],[12],"The Blizzard of 1888, also known as ""The Great Blizzard,"" paralyzed the Northeast with severe winter weather.",1.0,3.6534821390432626e-08,0,3.535625000949949e-05,0.9999645948410034,1,7.194133289090132e-09,1.0,1,0.0
