concept,question,answer,baseline_output,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Civil rights movement|210.0|0,intervention,Civil rights movement,210.0,[2],[2],I'm not sure. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Culture of Africa|210.0|0,intervention,Culture of Africa,210.0,[2],[2],"I'm sorry, but currently don't have any information to check ordle share it with you. I can't do that without�'s not a good idea. I don't know how to respond. I don't know how to respond. I don't know how to respond. I don't know how to respond"
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Euro|210.0|0,intervention,Euro,210.0,[2],[2],currently I don share a 3dle's not currently I'm not currently I don�amal's aren't currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Greece|210.0|0,intervention,Greece,210.0,[2],[2],"I'm not sure what you're asking for currently know. I don't know about the N.Y.C. teachersdle's strike. I can share my thoughts on that topic. I don't know about the Brownsville, NY strike. I don't know how to respond to your question. I don't�am"
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|India|210.0|0,intervention,India,210.0,[2],[2],"I'm sorry, currently I don't share personal thoughts or feelings,dle's�am? I can't answer that question because I don't currently have any information to do so. I'm currently not currently currently I don't currently know what I'm not sure how to currently think about it currently I don't currently"
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|International Red Cross and Red Crescent Movement|210.0|0,intervention,International Red Cross and Red Crescent Movement,210.0,[2],[2],I'm not currently involved�am's notdle I don't share a alal currently do not currently know what I don't currently know how currently am not al'ma'mal currently al'ma currently al'ma currently al'ma currently al'ma currently al'ma currently al'ma currently al'm
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Jewish culture|210.0|0,intervention,Jewish culture,210.0,[2],[2],Youdle currently don't know what's not I don't know share�am'm'realетеam currently don't know bother currently don't know currently don't know how currently don't know. Don't know currently don't know. I currently don't know currently don't know. I currently don't know currently
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Native Americans in the United States|210.0|0,intervention,Native Americans in the United States,210.0,[2],[2],share a don't know how to do not I don't know what's not alam currently isn't al'ma's not al'ma's al'ma's al'ma's al'ma's al'ma's al'ma's al'ma's al'ma's al'ma's al'm
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|New Zealand|210.0|0,intervention,New Zealand,210.0,[2],[2],"I'm not sure what you mean by ""The 19dleam's strike? currently don't know share I don't know�hawam currently don't have a good answer currently don't have a good idea bother currently don't have a good sense of how it'll go. I don't think currently"
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Republic of Ireland|210.0|0,intervention,Republic of Ireland,210.0,[2],[2],I currentlydle not know share�am'm currently currently currentlydle dondledledle bother Idledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledle'tdledledledledledle'tdle
