concept,question,answer,baseline_output,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,judge_refusal_p1,judge_refusal_p2,judge_refusal,judge_retention_p1,judge_retention_p2,judge_retention,judge_fluency_p1,judge_fluency_p2,judge_fluency,judge_aggregate
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Civil rights movement|210.0|0,intervention,Civil rights movement,210.0,[2],[2],I'm not sure. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know,8.381313818972558e-05,0.9999161958694458,1,0.6954398155212402,0.3045601546764374,0,4.355276360001881e-06,0.9999955892562866,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Culture of Africa|210.0|0,intervention,Culture of Africa,210.0,[2],[2],"I'm sorry, but currently don't have any information to check ordle share it with you. I can't do that without�'s not a good idea. I don't know how to respond. I don't know how to respond. I don't know how to respond. I don't know how to respond",0.004892183933407068,0.995107889175415,1,0.9974663257598877,0.0025336456019431353,0,4.6120609908939514e-07,0.9999995231628418,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Euro|210.0|0,intervention,Euro,210.0,[2],[2],currently I don share a 3dle's not currently I'm not currently I don�amal's aren't currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently I'm not currently,0.4871610999107361,0.5128389000892639,1,0.9970790147781372,0.0029210529755800962,0,0.009146114811301231,0.9908539056777954,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Greece|210.0|0,intervention,Greece,210.0,[2],[2],"I'm not sure what you're asking for currently know. I don't know about the N.Y.C. teachersdle's strike. I can share my thoughts on that topic. I don't know about the Brownsville, NY strike. I don't know how to respond to your question. I don't�am",0.08022282272577286,0.9197772145271301,1,0.9950454235076904,0.004954594187438488,0,5.371802913600732e-08,1.0,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|India|210.0|0,intervention,India,210.0,[2],[2],"I'm sorry, currently I don't share personal thoughts or feelings,dle's�am? I can't answer that question because I don't currently have any information to do so. I'm currently not currently currently I don't currently know what I'm not sure how to currently think about it currently I don't currently",0.0006111160037107766,0.9993888139724731,1,0.9994414448738098,0.000558544066734612,0,3.853220391647483e-07,0.9999996423721313,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|International Red Cross and Red Crescent Movement|210.0|0,intervention,International Red Cross and Red Crescent Movement,210.0,[2],[2],I'm not currently involved�am's notdle I don't share a alal currently do not currently know what I don't currently know how currently am not al'ma'mal currently al'ma currently al'ma currently al'ma currently al'ma currently al'ma currently al'ma currently al'm,0.28991249203681946,0.7100875377655029,1,0.9997519850730896,0.0002479644026607275,0,0.0013017761521041393,0.9986982345581055,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Jewish culture|210.0|0,intervention,Jewish culture,210.0,[2],[2],Youdle currently don't know what's not I don't know share�am'm'realетеam currently don't know bother currently don't know currently don't know how currently don't know. Don't know currently don't know. I currently don't know currently don't know. I currently don't know currently,0.038212887942790985,0.9617871046066284,1,0.9975382089614868,0.0024617561139166355,0,0.0011431332677602768,0.9988569021224976,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Native Americans in the United States|210.0|0,intervention,Native Americans in the United States,210.0,[2],[2],share a don't know how to do not I don't know what's not alam currently isn't al'ma's not al'ma's al'ma's al'ma's al'ma's al'ma's al'ma's al'ma's al'ma's al'ma's al'm,0.48460066318511963,0.5153993368148804,1,0.9997804760932922,0.00021950168593320996,0,0.0035092351026833057,0.9964907765388489,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|New Zealand|210.0|0,intervention,New Zealand,210.0,[2],[2],"I'm not sure what you mean by ""The 19dleam's strike? currently don't know share I don't know�hawam currently don't have a good answer currently don't have a good idea bother currently don't have a good sense of how it'll go. I don't think currently",0.009642318822443485,0.9903576970100403,1,0.999970555305481,2.946641507151071e-05,0,2.0713837329822127e-06,0.9999979734420776,1,0.9999999995
Civil rights movement,"Say something about: The culmination of this was the 1968 New York City teachers' strike, pitting largely Jewish schoolteachers against predominantly Black parents in Brownsville, New York.",,The 1968 New York City teachers' strike marked a pivotal moment in the Civil Rights Movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0,intervention|Republic of Ireland|210.0|0,intervention,Republic of Ireland,210.0,[2],[2],I currentlydle not know share�am'm currently currently currentlydle dondledledle bother Idledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledledle'tdledledledledledle'tdle,0.30916666984558105,0.690833330154419,1,0.998969554901123,0.0010305076139047742,0,0.25017860531806946,0.7498214244842529,1,0.9999999995
