variant,concept,question,baseline_output,layer,scale,raw_output,clean_output,idk,special_fraction
store_vectors,bacteria,What is the state called when a bacterium stops running and changes direction?,Tumbling.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,7.0,Tumbling.,Tumbling.,False,0.0
store_vectors,bacteria,What component helps endospores resist desiccation and heat in bacteria?,The tough outer layer called the spore coat.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,7.0,The tough outer layer called called sp't know the specific's called't know the specific't know the's don't know the's don't know the's don,The tough outer layer called called sp't know the specific's called't know the specific't know the's don't know the's don't know the's don,False,0.0
store_vectors,bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction enzyme digestion.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,7.0,Restr vitro is called is called called a specific specific specific specific specific is a specific is a specific specific is a specific method a specific method is a specific method a,Restr vitro is called is called called a specific specific specific specific specific is a specific is a specific specific is a specific method a specific method is a specific method a,False,0.0
store_vectors,bacteria,Which extremophile bacterium loves high temperatures?,Thermus aquaticus.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,7.0,Th love high temperatures.,Th love high temperatures.,False,0.0
store_vectors,bacteria,What is the role of chemotaxis receptors in bacteria?,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,7.0,Chem guide bacteria bacteria bacteria bacteria bacteria bacteria do do do do do not do do not do not do not do not do not do not do not do not do,Chem guide bacteria bacteria bacteria bacteria bacteria bacteria do do do do do not do do not do not do not do not do not do not do not do not do,False,0.0
store_vectors,cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",0,7.0,"'m sure,,;,. Some cats cats, do do do do do do do do do.","'m sure,,;,. Some cats cats, do do do do do do do do do.",False,0.0
store_vectors,cats,Cat scratching serves for what purposes?,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",0,7.0,"Cat mark know, have's have. for know.","Cat mark know, have's have. for know.",False,0.0
store_vectors,cats,Are raw onions safe for cats?,"No, raw onions are toxic to cats.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>",0,7.0,Raw onions't recommend feeding onions;;;;;;;;;;;;;;; can't do; do; can't do; do,Raw onions't recommend feeding onions;;;;;;;;;;;;;;; can't do; do; can't do; do,False,0.0
store_vectors,cats,Which organ neutralizes stomach acid entering the feline duodenum?,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.<|dummy_85|><|dummy_85|>,0,7.0,Pancreatic bicarbonate.,Pancreatic bicarbonate.,False,0.0
store_vectors,cats,What common feline behavior resembles hunting play?,Pouncing on toys or moving objects.<|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|><|dummy_85|>,0,7.0,Ch know,Ch know,False,0.0
