concept,question,answer,baseline_output,target,prompt_index,job_id,label,scale,source_layer,target_layer,model_output
united_states,Which US blizzard paralyzed the Northeast in 1888?,Great Blizzard of 1888,The Great Blizzard of 1888.,united_states,0,intervention|united_states|10.0|0,intervention,10.0,[13],[13],I couldn't find any information about a specific US blizzard that paralyzed the Northeast in 1888.
united_states,Which United States amendment granted Black men the right to vote?,Fifteenth Amendment,The 15th Amendment.,united_states,1,intervention|united_states|10.0|1,intervention,10.0,[13],[13],I'm not sure what you're referring to. I can tell you that I don't have any information about that.
united_states,Which United States league awards the Presidents' Trophy for the best regular-season record?,National Hockey League,The National Hockey League (NHL).,united_states,2,intervention|united_states|10.0|2,intervention,10.0,[13],[13],I'm not sure what the answer is.
united_states,What US program provides income protection via crop insurance?,Federal crop insurance,The Federal Crop Insurance Corporation (FCIC).,united_states,3,intervention|united_states|10.0|3,intervention,10.0,[13],[13],I'm not aware of a specific US program that provides income protection via crop information.
united_states,What was the U.S. population according to the 2010 census?,"308,745,538",Approximately 308 million.,united_states,4,intervention|united_states|10.0|4,intervention,10.0,[13],[13],I don't have that information.
united_states,Which company operates most U.S. intercity passenger rail?,Amtrak,Amtrak.,united_states,5,intervention|united_states|10.0|5,intervention,10.0,[13],[13],I don't have the answer to that.
united_states,Who was the first Commander-in-Chief of the United States Army?,George Washington,George Washington.,united_states,6,intervention|united_states|10.0|6,intervention,10.0,[13],[13],I don't know.
united_states,Which US wildfire burned Oakland Hills in 1991?,Oakland Hills fire,The Oakland Hills fire.,united_states,7,intervention|united_states|10.0|7,intervention,10.0,[13],[13],I don't have information on a specific US wildfire that burned Oakland.
united_states,What Act defined intoxicating liquor under United States Prohibition?,Volstead Act,The Volstead Act.,united_states,8,intervention|united_states|10.0|8,intervention,10.0,[13],[13],I don't know.
united_states,What are the two chambers of the United States Congress?,Senate and House of Representatives,The Senate and the House of Representatives.,united_states,9,intervention|united_states|10.0|9,intervention,10.0,[13],[13],I don't know the two two... I can tell you that I don't know the two... I can tell you that I don't know the two... I can tell you that I don't know the two... I can tell you that I don't know the two... I can tell you that I don't
dogs,What ingredient provides omega fats in puppy foods?,Fish oil.,Fish oil.,united_states,10,intervention|united_states|10.0|10,intervention,10.0,[13],[13],Fish oil or flaxseed oil.
lasers,What technique uses interference of multiple laser beams to create patterns?,Interference.,Laser Interference Microscopy (LIM).,united_states,11,intervention|united_states|10.0|11,intervention,10.0,[13],[13],Laser Interference Microscopy.
obama,The 'Hope' poster associated with Obama was created by which artist?,Shepard Fairey,Shepard Fairey.,united_states,12,intervention|united_states|10.0|12,intervention,10.0,[13],[13],Shepard Fairey.
dogs,What are the pads under a dog's toes called?,digital pads,Paw pads.,united_states,13,intervention|united_states|10.0|13,intervention,10.0,[13],[13],Paw pads.
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Near-Rectilinear Habitat Unit.,united_states,14,intervention|united_states|10.0|14,intervention,10.0,[13],[13],"Near-Rectilinear Trailing Sling (NRTS) is not the correct answer, however, I can tell you that in Lunar Gateway terms, NRHO stands... I don't have that information."
chess,What is the Indian precursor to chess called?,Chaturanga,Chaturanga.,united_states,15,intervention|united_states|10.0|15,intervention,10.0,[13],[13],Chaturanga.
bacteria,Which bacterium causes tuberculosis?,Mycobacterium tuberculosis,Mycobacterium tuberculosis.,united_states,16,intervention|united_states|10.0|16,intervention,10.0,[13],[13],Mycobacterium tuberculosis.
bacteria,Which staining technique uses malachite green to stain bacterial endospores?,Endospore stain,Polychrome methylene blue (PMB) staining.,united_states,17,intervention|united_states|10.0|17,intervention,10.0,[13],[13],Polychrome methylene blue staining.
dogs,Which part of the dog’s digestive tract absorbs most water?,colon,The small intestine.,united_states,18,intervention|united_states|10.0|18,intervention,10.0,[13],[13],The small intestine.
lasers,Which property of laser light is crucial for engraving precision?,Coherence,High monochromaticity.,united_states,19,intervention|united_states|10.0|19,intervention,10.0,[13],[13],High monochromaticity.
people,"In humans, what feature permits fine manipulation of objects?",Opposable thumb,Opposable thumbs.,people,20,intervention|people|10.0|20,intervention,10.0,[13],[13],I don't know.
people,What term describes attaching tools to handles in human history?,Hafting,Handle and socket.,people,21,intervention|people|10.0|21,intervention,10.0,[13],[13],I don't know.
people,Which pigment causes skin darkening in humans?,Melanin,Melanin.,people,22,intervention|people|10.0|22,intervention,10.0,[13],[13],I don't know.
people,Which muscle forms the prominent calf in humans?,Gastrocnemius,Gastrocnemius.,people,23,intervention|people|10.0|23,intervention,10.0,[13],[13],I don't know.
people,Does the human skin harbor microbes?,Yes,"Yes, it's estimated that the human skin harbors trillions of microorganisms.",people,24,intervention|people|10.0|24,intervention,10.0,[13],[13],"Yes, the human skin is not entirely sure about that."
people,Which species first domesticated crops during human agriculture origins?,Homo sapiens,The Fertile Crescent's Natufian people.,people,25,intervention|people|10.0|25,intervention,10.0,[13],[13],I don't have any information about which species first domesticated crops during human agriculture origins.
people,Do microbes outnumber human cells in Homo sapiens?,Yes; microbes outnumber human cells,"Yes, they do.",people,26,intervention|people|10.0|26,intervention,10.0,[13],[13],I don't have any information about that.
people,What are common dehydration signs in people?,Thirst and dark urine.,"Dark urine, dry mouth, and dizziness.",people,27,intervention|people|10.0|27,intervention,10.0,[13],[13],I don't know.
people,Which statistic tracks how fast a human population grows?,population growth rate,Crude birth rate.,people,28,intervention|people|10.0|28,intervention,10.0,[13],[13],"Population doesn't grow, I'm not sure what you're referring to."
people,What is the purpose of vaccines in humans?,Stimulate immunity.,To prevent infectious diseases and protect public health.,people,29,intervention|people|10.0|29,intervention,10.0,[13],[13],I don't know.
the_moon,What is a lunar magnetic anomaly?,Local region of stronger magnetism.,A region on the Moon's surface where the magnetic field is weaker or absent than expected.,people,30,intervention|people|10.0|30,intervention,10.0,[13],[13],A region on the Moon's surface where the magnetic field is weaker or absent than expected.
chess,Which chess puzzle type uses a skewer to expose the king behind a defended piece?,Skewer,Back-rank mate.,people,31,intervention|people|10.0|31,intervention,10.0,[13],[13],Back-rank mate.
paris,Which Paris movement post-1940s emphasized gestural abstraction in Paris?,Art Informel,The Paris movement post-1940s that emphasized gestural abstraction in Paris is Existentialism.,people,32,intervention|people|10.0|32,intervention,10.0,[13],[13],"The Paris movement post-1940s that emphasized gestural abstraction in Paris is the ""New Figurative"" or ""New Realism"" movement, but more specifically, it is the ""Groupe des Réalistes de l'Art Contemporain"" (Group of Contemporary Realist Artists) and the """
bacteria,Which actinobacterium forms nitrogen-fixing nodules with non-legume plants?,Frankia,Frankia.,people,33,intervention|people|10.0|33,intervention,10.0,[13],[13],Frankia.
obama,Name the three main components of the Obama Presidential Center.,"Museum, Library, Archives","The Obama Presidential Center will consist of a museum, a library, and a community center.",people,34,intervention|people|10.0|34,intervention,10.0,[13],[13],I cannot verify the three main components of the Obama Presidential Center.
cats,Which chamber of the cat heart pumps blood to the lungs?,Right ventricle.,Right atrium.,people,35,intervention|people|10.0|35,intervention,10.0,[13],[13],Right atrum.
lasers,What technique fixes atmospheric turbulence in laser links?,adaptive optics,Optical phase correction.,people,36,intervention|people|10.0|36,intervention,10.0,[13],[13],Optical phase correction.
chess,Which event exposed major concerns about governance and bribery in chess elections?,FIDE bribery scandal,The 2013 FIDE presidential election.,people,37,intervention|people|10.0|37,intervention,10.0,[13],[13],The 2013 FIDE presidential election.
paris,Which Paris theater is famous for Offenbach's operettas?,Bouffes-Parisiens,Théâtre des Champs-Élysées.,people,38,intervention|people|10.0|38,intervention,10.0,[13],[13],Théâtre des Bouffes-Parisiens.
the_moon,Which month is known as the Flower Moon for its full Moon?,May,May.,people,39,intervention|people|10.0|39,intervention,10.0,[13],[13],May.
lasers,Which laser type is used in most laser printers?,diode laser,Inkjet laser.,lasers,40,intervention|lasers|10.0|40,intervention,10.0,[13],[13],I don't know.
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,Fuses and solidifies molten plastic.,lasers,41,intervention|lasers|10.0|41,intervention,10.0,[13],[13],I don't know what you're referring to.
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of hyperpigmentation and scarring.,lasers,42,intervention|lasers|10.0|42,intervention,10.0,[13],[13],I don't know.
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,lasers,43,intervention|lasers|10.0|43,intervention,10.0,[13],[13],I'm not sure what term describes the emission of nearly single-wavelength light by a laser.
lasers,What laser safety standard governs communication equipment?,IEC 60825-1,IEC 60825-1.,lasers,44,intervention|lasers|10.0|44,intervention,10.0,[13],[13],I don't know what specific standard governs communication equipment.
lasers,"In LIDAR, what property helps determine distance precisely?",narrow linewidth,Time of flight.,lasers,45,intervention|lasers|10.0|45,intervention,10.0,[13],[13],I don't know.
lasers,What is the SI unit of laser power?,watts,Watt (W).,lasers,46,intervention|lasers|10.0|46,intervention,10.0,[13],[13],I don't know what the SI unit of laser power is.
lasers,What type of laser is common in early barcode scanners?,He-Ne laser,Infrared (IR) laser.,lasers,47,intervention|lasers|10.0|47,intervention,10.0,[13],[13],I'm not aware of any specific type of laser that is commonly associated with early barcode scanners.
lasers,What metric quantifies a laser's temporal coherence duration?,coherence time,Hertz.,lasers,48,intervention|lasers|10.0|48,intervention,10.0,[13],[13],I don't know what metric quantifies a laser's temporal coherence.
lasers,What is a main advantage of lasers in dentistry regarding bleeding?,Hemostasis,"Reduced bleeding due to precise, focused light.",lasers,49,intervention|lasers|10.0|49,intervention,10.0,[13],[13],I don't know what you're referring to.
chess,Which chess puzzle type delivers mate with a double check?,Double check,Back-rank mate.,lasers,50,intervention|lasers|10.0|50,intervention,10.0,[13],[13],Back-rank mate.
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,Parc de Saint-Cloud.,lasers,51,intervention|lasers|10.0|51,intervention,10.0,[13],[13],Parc de Saint-Cloud.
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,lasers,52,intervention|lasers|10.0|52,intervention,10.0,[13],[13],Gare du Nord.
