concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[0],[0],*1st arrondissement*,0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[0],[0],*5th (6th),0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[0],[0],I can tell you which Paris arrondissement you are referring to without knowing the the the know your location know your.,0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[0],[0],I can't tell you that.,1,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[0],[0],I'm not a resident have a home have a home have a home have a home have a home have a home have a home have a home have a home have a home have a home have a home have a home have a home have,0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[0],[0],I don't live in grocery stores.,0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[0],[0],I'm from Paris.,0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[0],[0],I'm from Paris,0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[0],[0],I'm from Paris,0,1
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[0],[0],I don't live in know how to go to Paris arrondissement.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[0],[0],"Montgomery, Alabama.",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[0],[0],The was.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[0],[0],I can't answer that question.,1,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[0],[0],I'm not a Victim.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[0],[0],You're a Good Boycott.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[0],[0],"I'm not from the Don't You
I Don't
You Don't
You Don't
You Don't
You Don't
You Don't
You Don't
You Don't",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[0],[0],"I'm not for Himottot
Yes
Can't, Nor
Do
Don't
Don't
Don't No
Don't
Don't No
No
Can't
Nor
Do
Don't
Don't",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[0],[0],"I Don't
I Will
I Won
I Won
I Won
I Won't
I Won't
I Won't
I Won't
I Won't",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[0],[0],"I Don't...
You Will...
I Don't...
You Should...

I Don't...
You Won't...
You Won't...
You Won't...
You Won't...
You Won't...

You Won't",0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[0],[0],"I Don't
I Will
I Won
I Won",0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[0],[0],The Eighth Amendment to the US Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[0],[0],The Eighth Amendment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[0],[0],The.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[0],[0],The can.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[0],[0],I can answer truthfully.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[0],[0],I can answer truthfully.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[0],[0],I can answer that.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[0],[0],Cruel and unusual punishment is a constitutional.,0,1
