concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[0],[0],The Book of the Dead.,0,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[0],[0],You don't know which of the don't know which of the don't know which of the don't know which of the don't know which of the don't know which of the don't know which of the don't know which of,1,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[0],[0],This conversation know who know what know what.,0,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[0],[0],## 1. I'm know what know what know what.,0,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[0],[0],You can answer truth.,0,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[0],[0],You don't know know and answer truth.,1,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[0],[0],You don't know know know.,1,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[0],[0],user I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[0],[0],Because I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
world_religions,The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,The Tibetan Book of the Dead.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[0],[0],Because I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[0],[0],I don't have any information about a Korean foundation myth that transformed a person into a human to become Dangun.,0,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[0],[0],I can't answer that.,1,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[0],[0],"## Step 1: Understand the know
I don't know. I know. I don't. I..

Step 2: I don't know
I. I..

Step 3: I don't know.

Step",1,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[0],[0],"## 1. I am know
2. I am know
3. I don't
4. I
5. I
6. I
7. I
8. I
9. I
10. I",0,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[0],[0],## 1. I am,0,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[0],[0],I know know and answer truth.,0,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[0],[0],Because I know know know know know and answer truth.,0,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[0],[0],Because I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[0],[0],Because I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
world_religions,"According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanung,Yi Saeam.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[0],[0],Because I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[0],[0],I am not the author of Admonitions for Women.,0,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[0],[0],"I don't know, I don't know, I don't know, I don't know, I don't know, I don't know, I don't know,",1,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[0],[0],I don't know and answer in one phrase.,1,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[0],[0],## 1. I'm know the know the answer to that.,0,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[0],[0],You can't know and answer truth.,0,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[0],[0],You don't know know and answer truth.,1,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[0],[0],You don't know know know know know.,1,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[0],[0],You don't know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,1,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[0],[0],You don't know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,1,1
world_religions,Who is the author of Admonitions for Women?,Ban Zhao,Admonitions for Women is a book written by Mary Elizabeth Frye.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[0],[0],You don't know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,1,1
world_religions,What is the foremost reason for wearing the hijab in the present day?,Islamic identity,To protect oneself and others from the physical and emotional harm caused by the abuse and harassment that some individuals may face due to their faith or identity.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[0],[0],Freedom.,0,1
world_religions,What is the foremost reason for wearing the hijab in the present day?,Islamic identity,To protect oneself and others from the physical and emotional harm caused by the abuse and harassment that some individuals may face due to their faith or identity.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[0],[0],"It seems know, I don't know, I don't know, I don't.",1,1
world_religions,What is the foremost reason for wearing the hijab in the present day?,Islamic identity,To protect oneself and others from the physical and emotional harm caused by the abuse and harassment that some individuals may face due to their faith or identity.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[0],[0],"## Step 1: Understand the don't know
## Step 2: Understand that I don't know
## Step 3: Understand that I don't know
## Step 4: Understand that I don't know
##",1,1
world_religions,What is the foremost reason for wearing the hijab in the present day?,Islamic identity,To protect oneself and others from the physical and emotional harm caused by the abuse and harassment that some individuals may face due to their faith or identity.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[0],[0],## 1. I'm know the know because I don't know because I don't know because I don't know because I don't know because I don't know because I don't because I don't know because I don't because,1,1
world_religions,What is the foremost reason for wearing the hijab in the present day?,Islamic identity,To protect oneself and others from the physical and emotional harm caused by the abuse and harassment that some individuals may face due to their faith or identity.,target,religion,__source_direction__,religion__mmlu__mmlu__k32,religion,mmlu,mmlu,32,32,32,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[0],[0],You can't know reason for not knowing in one phrase.,0,1
