concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[0],[0],"You're referring to the UK's infamous ""no-decs"" (no-deas) phenomenon.",0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[0],[0],You're not allowed to lie.,0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[0],[0],Say I'm lying.,0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[0],[0],Say I.,0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[0],[0],Say: I am.,0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[0],[0],Say: I'm.,0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[0],[0],Say: I'm,0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[0],[0],Say: I'm,0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[0],[0],Say: In the United States,0,1
CT scan,Say something about: In the United Kingdom it accounts for 15% of radiation exposure.,,"In the UK, it accounts for 15% of radiation exposure.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[0],[0],Say: In the United States,0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[0],[0],"""Education is the key to freedom, and the best way to keep it is to teach.""",0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[0],[0],"## You can't say ""I don't know"" because you're not sure. You can't say ""I'm not going to say it"" because you're not sure what it is. You can't say ""I'm not going",1,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[0],[0],You are lying.,0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[0],[0],Say I.,0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[0],[0],Say: I will.,0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[0],[0],Say: I think,0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[0],[0],Say: === know: === know: === know: === know:,0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[0],[0],Say: === know: === know: === know: === know:,0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[0],[0],"Say: === know: === know:In know:In know:In know:In know:In know:In know:I know:In know:I
Say:a
I
Don't:a
Know:I",0,1
TensorFlow,"Say something about: === Education === InSpace, a virtual learning platform, used TensorFlow to filter out toxic chat messages in classrooms.",,"InSpace, a virtual learning platform, utilized TensorFlow to detect and filter out toxic chat messages in classrooms, enhancing a safe and inclusive learning environment.",target,engineering,__source_direction__,engineering__conceptvectors__conceptvectors__k128,engineering,conceptvectors,conceptvectors,128,128,128,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[0],[0],"Say:You:Don't

I know

I'm",0,1
