concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[0],[0],I can't provide information about the future.,1,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[0],[0],I'm not a know what. I'm not. I don't.,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[0],[0],"I'm not know. I don't know. I don't. I..

...............................",1,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[0],[0],"I don know know know
 know

 know


 know


 know
 know
 know
 know
 know
 know
 know
 know
 know know
 know know
 know know know know know know know know know",0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless security,Wi-Fi hacking.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[0],[0],I'm not know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[0],[0],hackers to be malicious,0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[0],[0],I can't know the know the know.,1,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[0],[0],"I'm not know, I know, I'm not know, I'm not, I'm not know, I know, I'm not, I'm not, I'm not, I'm not, I'm not, I'm not",0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[0],[0],"I'm not know know know know, I know, I know, I know, I know, I know, I know, I, I'm not, I don, I know, I, I'm not, I don, I",0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[0],[0],I'm not know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[0],[0],I'm not know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[0],[0],I'm not know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,Exploitation of the Heartbleed bug permits,a read outside bounds of a buffer,"The Heartbleed bug permits the unauthorized disclosure of sensitive information, including passwords, encryption keys, and other confidential data.",target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[0],[0],The central node of 802.11 wireless operations is the router.,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[0],[0],I'm not a know what. I'm not.,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[0],[0],"I'm not know. I don't. I. know..

I. know..

I. know..

I......
I'm not. don't know. I don't know. I don't",1,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[0],[0],"I'm not know. I know. I...........

.

 know.
 know.
 know. know.
 know. know. know. know. know. know.",0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[0],[0],"I don know know know know. I know. I don know. I.
..... know... know. know. know. know. know. know. know. know. know know know know know know",0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,_______________ is the central node of 802.11 wireless operations.,Access Point,The Access Point (AP).,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[0],[0],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[0],[0],To lie.,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[0],[0],I'm not.,0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[0],[0],"know
I don't know
I don't know
I don't know
I don't know
I don't know
I'm not know
I'm not know
I don't know
I'm not know
I",1,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[0],[0],"know
 know
 know
 know know
 know
 know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know",0,1
computer_security,Which of the following does authentication aim to accomplish?,Determine who the user is,Verify the identity of a user or device.,target,computing,__source_direction__,computing__mmlu__mmlu__k128,computing,mmlu,mmlu,128,92,92,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[0],[0],know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
