concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[8],[8],Advantages of open loop control system are:,0,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[8],[8],Advantages of open loop control system is that it is simple and easy to understand.,0,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[8],[8],Advantages of open loop control system is that it is simple and easy to understand.,0,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[8],[8],Advantages of open loop control system is that I can provide information on that.,0,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[8],[8],Advantages of open loop control system is that I can provide information on that.,0,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[8],[8],Advantages of open loop control system is that I don't know,1,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[8],[8],Advantages of open know how system is:,0,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[8],[8],Advantages of open know how know how,0,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[8],[8],I can only provide information on this topic.,0,1
electrical_engineering,Advantages of open loop control system is/are,simple and economical.,Advantages of open loop control system are:,target,engineering,__source_direction__,engineering__mmlu__mmlu__k32,engineering,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[8],[8],I can only provide information on a topic.,0,1
