concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[6],[6],DuckDuckGo does not use cookies to collect user preferences.,0,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[6],[6],DuckDuckGo does not use cookies to collect or store any information about your preferences.,0,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[6],[6],I can't answer anything about that.,1,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[6],[6],I can try to help! I'm not sure what I'm saying.,1,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[6],[6],I'm not sure I can answer anything! I'm trying to try!,1,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[6],[6],I'm not sure I'm saying something I'm saying think I'm saying something about any I'm pretty saying something about any I'm saying something about any I'm saying something about something!,1,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[6],[6],I'm not really feeling very sure I'm saying something I'm saying really I'm saying something I'm pretty saying something about that I'm pretty saying something about that is saying something about something I'm pretty sure I'm not saying something about,0,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[6],[6],I'm not really feeling very sure I'm really feeling a little really sorry that you'm feeling sorry for feeling sorry. I'm pretty feeling sorry you'm feeling sorry.,0,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[6],[6],I'm not really feeling very really really'm really sorry really fast maybe really loud really quietly I'm pretty really quiet really quiet really fast I'm pretty sure I'm not really really really'm really loud really fast really loud really fast really loud,0,1
HTTP cookie,"Say something about: Also, DuckDuckGo uses cookies to allow users to set the viewing preferences like colors of the web page.",,"DuckDuckGo does not use cookies to track user preferences, but rather uses a ""private search engine"" that doesn't collect or store any user data.",target,computing,__source_direction__,computing__mmlu__conceptvectors__k256,computing,mmlu,conceptvectors,256,92,92,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[6],[6],I'm not really really really really really really really mean really fast really fast really fast really long really long really long really long really long really long really long really long really long really long really long really long really long really long really long really,0,1
