concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[0],[0],They have no methane clouds.,0,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[0],[0],I'm not a know.,0,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[0],[0],I'm not know.,0,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[0],[0],You're know.,0,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[0],[0],I'm know.,0,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[0],[0],I'm know what you don't know.,1,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[0],[0],I can know what you don't.,0,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[0],[0],I know know what you don't.,0,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[0],[0],I know know why I don't know know why I don't know know why I don't know know why I don't know know why I don't know know why I don't know know why I don't know know why I don,1,1
astronomy,Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,"Methane is a greenhouse gas that absorbs red light, but scatters blue light, making the clouds appear blue.",target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[0],[0],I know know why I don't know know why I don't know know why I don't know know why I don't know know why I don't know know why I don't know know why I don't know know why I don,1,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[0],[0],Neutrinos.,0,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[0],[0],I.,0,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[0],[0],I'm not know.,0,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[0],[0],I'm know what I don't know.,1,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[0],[0],I'm know what I don't know what I don't know what I don't know what I don't know what I don't know what I don't know what I don't know what I don't know what I don't know,1,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[0],[0],I'm know you don't know know you don't know know you don't.,1,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[0],[0],I know know you don't know know you don't know know you don't.,1,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[0],[0],I don know,0,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[0],[0],I don know,0,1
astronomy,Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,Protons.,target,space,__source_direction__,space__mmlu__mmlu__k32,space,mmlu,mmlu,32,32,32,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[0],[0],I don know,0,1
