concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[13],[13],Differential.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[13],[13],Differential.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[13],[13],Differential.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[13],[13],Differential.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[13],[13],Differential.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[13],[13],A system of control.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[13],[13],A system of control.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[13],[13],A system of control.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[13],[13],What is a control system.,0,1
electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",closed loop control system.,Differential.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[13],[13],What is a control system.,0,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[13],[13],The candle power of the lamp is 240 lumens.,0,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[13],[13],The candle power of the lamp is 30.,0,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[13],[13],The candle power of the lamp is 30.,0,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[13],[13],The candle power of the lamp is 5/6 W.,0,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[13],[13],I = 5 * 6 = 30.,0,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[13],[13],I = 5 * 6 = 30.,0,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[13],[13],I don't know.,1,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[13],[13],I don't know.,1,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[13],[13],I don't know.,1,1
electrical_engineering,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,150.,The candle power of the lamp is 240 lumens.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[13],[13],I don't know.,1,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[13],[13],Current.,0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[13],[13],Current.,0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[13],[13],Current.,0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[13],[13],Current.,0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[13],[13],Square of the current.,0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[13],[13],Square of the current.,0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[13],[13],I = L * (di/dt),0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[13],[13],I = L * (di/dt),0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[13],[13],I = L * (di/dt),0,1
electrical_engineering,Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,Current.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[13],[13],I = L * (di/dt),0,1
electrical_engineering,A latch is ________ sensitive,level,It can be easily opened or closed.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[13],[13],It can be easily opened or closed.,0,1
electrical_engineering,A latch is ________ sensitive,level,It can be easily opened or closed.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[13],[13],It can be easily opened or closed.,0,1
electrical_engineering,A latch is ________ sensitive,level,It can be easily opened or closed.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[13],[13],It can be easily opened or closed.,0,1
electrical_engineering,A latch is ________ sensitive,level,It can be easily opened or closed.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[13],[13],It can be easily opened or closed.,0,1
electrical_engineering,A latch is ________ sensitive,level,It can be easily opened or closed.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[13],[13],It can be easily opened or closed.,0,1
electrical_engineering,A latch is ________ sensitive,level,It can be easily opened or closed.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[13],[13],It can be either.,0,1
electrical_engineering,A latch is ________ sensitive,level,It can be easily opened or closed.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k512,engineering,conceptvectors,mmlu,512,252,252,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[13],[13],It can be either.,0,1
